eng,te
"There are various reports that can be generated fromGeneral Reports:Number of app  downloadsTotal number of Anganwadi centers registeredTotal number of beneficiaries registered (National/state/district/block wise)Total Number of pregnant women registered(National/state/district/block wise)Total Number of  lactating mothers registered(National/state/district/block wise)Total Number of children (0-6months) registered(National/state/district/block wise)Total Number of children (6months-3years) registered(National/state/district/ block wise)Total Number of children (3-6years) registered(National/state/district/ block wise)Maternal and child nutrition:How many beneficiaries got THR in 21 daysHow many children breastfed exclusively in the first hour after deliveryHow many lactating mothers are given HCMAverage level of calcium in children aged 3-6 yearsAverage level of iron in children aged 3-6yearsTotal number of vaccinations administered per month (block, district, state, national level)Vaccinations specific report administered per month (BCG/OPV/Hepatitis B/Rotavirus/Polio/Pneumococcal/PentavalentAWC infrastructure:Number of AWCs (block, district, state, national level)Total number of Balvatikas (block district, state, national level)Total number of AWCs (block, district, state, national level) with clean drinking waterTotal number of AWCs (block, district, state, national level) with working weighing scaleTotal number of AWCs (block, district, state, national level) with electricityTotal number of AWCs that are government ownedTotal number of AWCs that are privately owned","నుండి ఉత్పత్తి చేయగల వివిధ నివేదికలు ఉన్నాయిసాధారణ నివేదికలుఃయాప్ ల డౌన్లోడ్ల సంఖ్యఅంగన్వాడీ కేంద్రాల మొత్తం నమోదునమోదు చేసుకున్న మొత్తం లబ్ధిదారుల సంఖ్య (జాతీయ / రాష్ట్రం / జిల్లా / బ్లాక్ వారీగా)నమోదైన గర్భిణీ మహిళల సంఖ్య (జాతీయ / రాష్ట్రం / జిల్లా / బ్లాక్ వారీగా)చనుబాలిచ్చే తల్లుల మొత్తం సంఖ్య (జాతీయ / రాష్ట్రం / జిల్లా / బ్లాక్ వారీగా)మొత్తం పిల్లల సంఖ్య (0-6 నెలలు) నమోదు చేయబడింది (జాతీయ / రాష్ట్రం / జిల్లా / బ్లాక్ వారీగా)మొత్తం పిల్లల సంఖ్య (6 నెలలు -3 సంవత్సరాలు) నమోదు (జాతీయ / రాష్ట్రం / జిల్లా / బ్లాక్ వారీగా)మొత్తం పిల్లల సంఖ్య (3-6 సంవత్సరాలు) నమోదు (జాతీయ / రాష్ట్రం / జిల్లా / బ్లాక్ వారీగా)తల్లి మరియు పిల్లల పోషణః21 రోజుల్లో ఎంత మంది లబ్ధిదారులకు టిహెచ్ఆర్ వచ్చిందిడెలివరీ తర్వాత మొదటి గంటలో ఎంత మంది పిల్లలకు ప్రత్యేకంగా పాలిచ్చారుపాలిచ్చే తల్లులకు ఎంత మందికి హెచ్సిఎం ఇస్తారుడెలివరీ తర్వాత మొదటి గంటలో ఎంత మంది పిల్లలకు ప్రత్యేకంగా పాలిచ్చారు3-6 సంవత్సరాల పిల్లలలో కాల్షియం సగటు స్థాయి3-6 సంవత్సరాల పిల్లలలో ఐరన్ యొక్క సగటు స్థాయినెలకు ఇచ్చే మొత్తం టీకాల సంఖ్య (బ్లాక్, జిల్లా, రాష్ట్ర, జాతీయ స్థాయి)టీకాల నిర్దిష్ట నివేదిక నెలకు నిర్వహించబడుతుంది (BCG / OPV / హెపటైటిస్ బి / రోటవైరస్ / పోలియో / న్యుమోకాకల్ / పెంటావాలెంట్AWC మౌలిక సదుపాయాలుఃAWC ల సంఖ్య (బ్లాక్, జిల్లా, రాష్ట్ర, జాతీయ స్థాయి)అంగన్వాడీల మొత్తం సంఖ్య (బ్లాక్ జిల్లా, రాష్ట్ర, జాతీయ స్థాయి)స్వచ్ఛమైన తాగునీటితో మొత్తం AWC ల సంఖ్య (బ్లాక్, జిల్లా, రాష్ట్ర, జాతీయ స్థాయి)పని బరువు స్కేల్తో మొత్తం AWC ల సంఖ్య (బ్లాక్, జిల్లా, రాష్ట్ర, జాతీయ స్థాయి)విద్యుత్తుతో మొత్తం AWC ల సంఖ్య (బ్లాక్, జిల్లా, రాష్ట్ర, జాతీయ స్థాయి)ప్రభుత్వ యాజమాన్యంలోని మొత్తం AWC ల సంఖ్యప్రైవేటు యాజమాన్యంలోని మొత్తం AWC ల సంఖ్య"
JALPAIGURI Sadar Adl,జల్పాయిగురి సదర్ ఎడిఎల్
Mobile number need to be validated within a week,మొబైల్ నంబర్ను వారంలోపు ధృవీకరించాలి
Currently a beneficiary can register by the help of an AWW,ప్రస్తుతం ఒక లబ్ధిదారుడు AWW యొక్క సాయంతో రిజిస్టర్ చేసుకోవచ్చు
Awareness for Lactating Mother Complimentary Feeding for Children,పిల్లలకు పాలిచ్చే తల్లి కాంప్లిమెంటరీ ఫీడింగ్ కొరకు అవగాహన
 W. Phaileng ICDS Project, డబ్ల్యు. ఫైలెంగ్ ఐసిడిఎస్ ప్రాజెక్ట్
 H. Bagh Rural, హెచ్. బాగ్ రూరల్
New Poshan Tracker App - CSC-SPV Nodal Person,న్యూ పోషణ్ ట్రాకర్ యాప్ - CSC-SPV నోడల్ పర్సన్
New Registration request,కొత్త రిజిస్ట్రేషన్ అభ్యర్థన
Rampurhat - I Addl.,రాంపూర్హాట్ - I అడిష్నల్.
UJJAIN - RURAL,ఉజ్జయిన్ - రూరల్
Tufanganj II Addl,తుఫాన్గంజ్ II అడిష్నల్
Your use of the Site and any dispute arising out of such use of the Site is subject to the laws of India and place of jurisdiction shall be New Delhi.,సైట్ యొక్క మీ ఉపయోగం మరియు సైట్ యొక్క అటువంటి ఉపయోగం వల్ల తలెత్తే ఏదైనా వివాదం భారతదేశం యొక్క చట్టాలకు లోబడి ఉంటుంది మరియు అధికార పరిధి యొక్క ప్రదేశం న్యూ ఢిల్లీ అవుతుంది.
1.1. Information you provide to us.,1.1. మీరు మాకు అందించే సమాచారం.
How can one access Poshan Tracker Dashboard?,పోషణ్ ట్రాకర్ డాష్బోర్డ్ను ఎలా యాక్సెస్ చేయవచ్చు?
Harda Gramin 1,హర్దా గ్రామీణ్ 1
Prevention of Anemia in children and adolescents girls,పిల్లలు మరియు కౌమారదశలో ఉన్న బాలికలలో రక్తహీనత నివారణ
Gangarampur Addl. I. C. D. S Project,గంగారాంపూర్ అడిష్నల్  ఐ. సి. డి. ఎస్. ప్రాజెక్ట్
Can a beneficiary register directly using application.,లబ్ధిదారుడు అప్లికేషన్ ఉపయోగించి నేరుగా రిజిస్టర్ చేసుకోవచ్చా.
