eng,kn
"You shall not, either on your own or through any other person:Restrict or inhibit any other person from using the SiteUse the Site for any unlawful purposeExpress or imply that any statements you make are endorsed by us, without our prior written consentImpersonate any person or entity, whether actual or fictitiousEngage in spamming or floodingHarvest or collect information about Site usersOpen multiple accounts for yourself or any other individual using multiple mobile numbersSubmit any software or other materials that contain any viruses, worms, Trojan horses, defects, date bombs, time bombs or other items of destructive natureManipulate identifiers, including by forging headers, in order to disguise the origin of any posting that you submitLink to any portion of the Site other than the URL assigned to the home page of the Site“Frame” or “Mirror” any part of the SiteModify, adapt, sub-license, translate, sell, reverse engineer, decompile or disassemble any portion of the Site, or otherwise attempt to derive any source code or underlying ideas or algorithms of any part of the ContentRemove any copyright, trademark or other proprietary rights notices contained on the SiteUse any computer program, bot, robot, spider, offline reader, site search/retrieval application or other manual or automatic device, tool, or process to retrieve, index, data mine, or in any way reproduce or circumvent the security structure, navigational structure, or presentation of the Content or the Site, including with respect to any CAPTCHA displayed on the Site.Use any automated software or computer system to search for or book appointment including sending information from your computer to another computer where such software or system is activeTake any action that imposes or may impose (in our sole discretion) an unreasonable or disproportionately large load on our infrastructure.Use the Site or Reproduce, modify, display, publicly perform, distribute or create derivative works of the Site or the ContentThe Content in an attempt to, or in conjunction with, any device, program or service designed to circumvent any technological measure that effectively controls access to, or the rights in, the Site and/or Content in any way including, without limitation, by manual Decode, decrypt, modify, or reverse engineer certificate or underlying algorithms or automatic device or process, for any purposeYou will not use bot technology to search for registering participants through the Site; for the avoidance of doubt, this specifically prohibits you from using automated script based or automated software on the Site, and prohibits you from circumventing any security measure, access control system, or other technological control or measure on the Site that is used to enforce participation limits or to maintain the integrity of registering participants rules associated with one mobile number","ನೀವೇ ಅಥವಾ ಬೇರೆ ಯಾವುದೇ ವ್ಯಕ್ತಿಯ ಮೂಲಕ ನೀವು ಮಾಡಬಾರದುಃಸೈಟ್ ಅನ್ನು ಬಳಸದಂತೆ ಬೇರೊಬ್ಬರನ್ನು ನಿರ್ಬಂಧಿಸಬಾರದು ಅಥವಾ ತಡೆಯಬಾರದುಯಾವುದೇ ಅಕ್ರಮ ಉದ್ದೇಶಕ್ಕಾಗಿ ಸೈಟ್ ಅನ್ನು ಬಳಸಬಾರದುನಮ್ಮ ಪೂರ್ವ ಲಿಖಿತ ಒಪ್ಪಿಗೆಯಿಲ್ಲದೆ ನೀವು ಮಾಡಿದ ಯಾವುದೇ ಹೇಳಿಕೆಯನ್ನು ನಾವು ಬೆಂಬಲಿಸುತ್ತೇವೆ ಎಂದು ವ್ಯಕ್ತಪಡಿಸಬೇಕು ಅಥವಾ ಸೂಚಿಸಬೇಕುನೈಜ ಅಥವಾ ಕಾಲ್ಪನಿಕವಾದ ಯಾವುದೇ ವ್ಯಕ್ತಿ ಅಥವಾ ಅಸ್ತಿತ್ವದ ಗುರುತು ಪಡೆಯಬಾರದುಸ್ಪ್ಯಾಮಿಂಗ್ ಅಥವಾ ಫ್ಲಡಿಂಗ್ ನಲ್ಲಿ ತೊಡಗಿಸಿಕೊಳ್ಳಬಾರದುಸೈಟ್ ಬಳಕೆದಾರರ ಬಗ್ಗೆ ಮಾಹಿತಿಯನ್ನು ಸ್ವೀಕರಿಸಬಾರದು ಅಥವಾ ಸಂಗ್ರಹಿಸಬಾರದುಬಹು ಮೊಬೈಲ್ ಸಂಖ್ಯೆಗಳನ್ನು ಬಳಸಿಕೊಂಡು ನಿಮಗಾಗಿ ಅಥವಾ ಬೇರೆಯವರಿಗೆ ಬಹು ಖಾತೆಗಳನ್ನು ತೆರೆಯಬಾರದುಯಾವುದೇ ವೈರಸ್ಗಳು, ವರ್ಮ್ಗಳು, ಟ್ರೋಜನ್ ಹಾರ್ಸ್ಗಳು, ದೋಷಗಳು, ಡೇಟ್ ಬಾಂಬ್ಗಳು, ಟೈಮ್ ಬಾಂಬ್ಗಳು ಅಥವಾ ವಿನಾಶಕಾರಿ ಸ್ವಭಾವದ ಇತರ ವಸ್ತುಗಳನ್ನು ಒಳಗೊಂಡಿರುವ ಯಾವುದೇ ಸಾಫ್ಟ್ವೇರ್ ಅಥವಾ ಇತರ ವಸ್ತುಗಳನ್ನು ಸಲ್ಲಿಸಬಾರದುನೀವು ಸಲ್ಲಿಸುವ ಯಾವುದೇ ಪೋಸ್ಟಿಂಗ್ಗಳ ಮೂಲವನ್ನು ಮರೆಮಾಡಲು ಹೆಡರ್ಗಳನ್ನು ನಕಲಿಸುವುದು ಸೇರಿದಂತೆ ಗುರುತಿಸುವಿಕೆಗಳನ್ನು ಮ್ಯಾನಿಪುಲೇಟ್ ಮಾಡಬಾರದುನಿರ್ದಿಷ್ಟಪಡಿಸಿದ URL ಹೊರತುಪಡಿಸಿ ಸೈಟ್ನ ಯಾವುದೇ ಭಾಗಕ್ಕೆ ಸೈಟ್ನ ಮುಖಪುಟವನ್ನು ಲಿಂಕ್ ಮಾಡಬಾರದುಸೈಟ್ನ ಯಾವುದೇ ಭಾಗವನ್ನು ನಕಲಿ ಮಾಡಬಾರದುಸೈಟ್ನ ಯಾವುದೇ ಭಾಗದ ಆಧಾರವಾಗಿರುವ ವಿಚಾರಗಳು ಅಥವಾ ವಿಷಯದ ಯಾವುದೇ ಭಾಗದಿಂದ ಯಾವುದೇ ಮೂಲ ಕೋಡ್ ಅಥವಾ ಅಲ್ಗಾರಿದಮ್ಗಳನ್ನು ಮಾರ್ಪಡಿಸಲು, ಹೊಂದಿಕೊಳ್ಳಲು, ಉಪ-ಪರವಾನಗಿ, ಅನುವಾದಿಸಲು, ಮಾರಾಟ ಮಾಡಲು, ರಿವರ್ಸ್ ಎಂಜಿನಿಯರ್ ಮಾಡಲು, ಡಿಕಂಪೈಲ್ ಮಾಡಲು ಅಥವಾ ಡಿಸ್ಅಸೆಂಬಲ್ ಮಾಡಲು ಪ್ರಯತ್ನಿಸಬಾರದುಸೈಟ್ನಲ್ಲಿರುವ ಯಾವುದೇ ಹಕ್ಕುಸ್ವಾಮ್ಯ, ಟ್ರೇಡ್ಮಾರ್ಕ್ ಅಥವಾ ಇತರ ಸ್ವಾಮ್ಯದ ಹಕ್ಕುಗಳ ಸೂಚನೆಗಳನ್ನು ತೆಗೆದುಹಾಕಬಾರದುಯಾವುದೇ ಕಂಪ್ಯೂಟರ್ ಪ್ರೋಗ್ರಾಂ, ಬೋಟ್, ರೋಬೋಟ್, ಸ್ಪೈಡರ್, ಆಫ್ಲೈನ್ ರೀಡರ್, ಸೈಟ್ ಹುಡುಕಾಟ/ಮರುಪಡೆಯುವಿಕೆ ಅಪ್ಲಿಕೇಶನ್ ಅಥವಾ ಇತರ ಕೈಪಿಡಿ ಅಥವಾ ಸ್ವಯಂಚಾಲಿತ ಸಾಧನ, ಸಾಧನ, ಅಥವಾ ಪ್ರಕ್ರಿಯೆ ಹಿಂಪಡೆಯಲು, ಸೂಚ್ಯಂಕ, ಗಣಿ ಡೇಟಾ, ಅಥವಾ ಯಾವುದೇ ರೀತಿಯಲ್ಲಿ ಭದ್ರತಾ ಮೂಲಸೌಕರ್ಯವನ್ನು ಹಿಂಪಡೆಯಲು, ನ್ಯಾವಿಗೇಷನಲ್ಃ ಬಳಸಿ ಸೈಟ್ನಲ್ಲಿ ಪ್ರದರ್ಶಿಸಲಾದ ಯಾವುದೇ CAPTCHA ಗೆ ಸಂಬಂಧಿಸಿದಂತೆ ಸೈಟ್ನ ವಿಷಯ ಅಥವಾ ರಚನೆಯನ್ನು ಅಥವಾ ಪ್ರಸ್ತುತಿಯನ್ನು ರಚಿಸಬಾರದು ಅಥವಾ ಅಡ್ಡಿಪಡಿಸಬಾರದು.ಅಂತಹ ಸಾಫ್ಟ್ವೇರ್ ಅಥವಾ ಸಿಸ್ಟಮ್ ಸಕ್ರಿಯವಾಗಿರುವ ನಿಮ್ಮ ಕಂಪ್ಯೂಟರ್ನಿಂದ ಮಾಹಿತಿಯನ್ನು ಕಳುಹಿಸುವುದು ಸೇರಿದಂತೆ ಹುಡುಕಲು ಅಥವಾ ಬುಕ್ ಮಾಡಲು ಯಾವುದೇ ಸ್ವಯಂಚಾಲಿತ ಸಾಫ್ಟ್ವೇರ್ ಅಥವಾ ಕಂಪ್ಯೂಟರ್ ಸಿಸ್ಟಮ್ ಅನ್ನು ಬಳಸಬಾರದುನಮ್ಮ ಮೂಲಸೌಕರ್ಯದ ಮೇಲೆ ಅಸಮಂಜಸವಾದ ಅಥವಾ ಅಸಮಾನವಾಗಿ ದೊಡ್ಡ ಹೊರೆ (ನಮ್ಮ ಸ್ವಂತ ವಿವೇಚನೆಯಲ್ಲಿ) ಹೇರುವ ಅಥವಾ ಹೇರುವ ಯಾವುದೇ ಕ್ರಮವನ್ನು ತೆಗೆದುಕೊಳ್ಳಬಾರದು.ಸೈಟ್ ಅನ್ನು ಬಳಸಬಾರದು ಅಥವಾ ಸೈಟ್ ಅಥವಾ ವಿಷಯದ ಪುನರುತ್ಪಾದನೆ, ಮಾರ್ಪಡಿಸುವಿಕೆ, ಪ್ರದರ್ಶನ, ಸಾರ್ವಜನಿಕವಾಗಿ ನಿರ್ವಹಣೆ, ವಿತರಣೆ ಅಥವಾ ರಚನೆ ಮಾಡಬಾರದುಯಾವುದೇ ಸಾಧನ, ಪ್ರೋಗ್ರಾಂ ಅಥವಾ ಸೇವೆಯನ್ನು ತಡೆಯಲು ಅಥವಾ ಅದರೊಂದಿಗೆ ಸಂಯೋಜಿತವಾಗಿ, ಯಾವುದೇ ರೀತಿಯಲ್ಲಿ ಮಿತಿಯಿಲ್ಲದೆ, ಪ್ರವೇಶ, ಅಥವಾ ಹಕ್ಕುಗಳು, ಸೈಟ್ ಮತ್ತು/ಅಥವಾ ವಿಷಯವನ್ನು ಪರಿಣಾಮಕಾರಿಯಾಗಿ ನಿಯಂತ್ರಿಸುತ್ತದೆ.ಹಸ್ತಚಾಲಿತವಾಗಿ ಡೀಕೋಡ್ ಮಾಡಿ, ಡೀಕ್ರಿಪ್ಟ್ ಮಾಡಿ, ಮಾರ್ಪಡಿಸಿ ಅಥವಾ ರಿವರ್ಸ್ ಎಂಜಿನಿಯರ್ ಪ್ರಮಾಣಪತ್ರಗಳು ಅಥವಾ ಆಧಾರವಾಗಿರುವ ಅಲ್ಗಾರಿದಮ್ಗಳು ಅಥವಾ ಸ್ವಯಂಚಾಲಿತ ಸಾಧನಗಳು ಅಥವಾ ಪ್ರಕ್ರಿಯೆಗಳನ್ನು ಯಾವುದೇ ಉದ್ದೇಶಕ್ಕಾಗಿ ಮಾಡಬಾರದುಸೈಟ್ ಮೂಲಕ ನೊಂದಾಯಿತ ಭಾಗಿದಾರ ಹುಡುಕಾಟಗಳನ್ನು ಮಾಡಲು ನೀವು ಬೋಟ್ ತಂತ್ರಜ್ಞಾನವನ್ನು ಬಳಸುವುದಿಲ್ಲ; ಸಂದೇಹವನ್ನು ತಪ್ಪಿಸಲು, ಸೈಟ್ನಲ್ಲಿ ಸ್ವಯಂಚಾಲಿತ ಸ್ಕ್ರಿಪ್ಟ್ ಆಧಾರಿತ ಅಥವಾ ಸ್ವಯಂಚಾಲಿತ ಸಾಫ್ಟ್ವೇರ್ ಅನ್ನು ಬಳಸುವುದನ್ನು ಇದು ನಿರ್ದಿಷ್ಟವಾಗಿ ನಿಷೇಧಿಸುತ್ತದೆ, ಮತ್ತು ಭಾಗವಹಿಸುವಿಕೆಯ ಮಿತಿಗಳನ್ನು ಜಾರಿಗೊಳಿಸಲು ಅಥವಾ ಒಂದು ಮೊಬೈಲ್ ಸಂಖ್ಯೆಗೆ ಸಂಬಂಧಿಸಿದ ಭಾಗವಹಿಸುವವರ ನೋಂದಣಿ ನಿಯಮಗಳ ಸಮಗ್ರತೆಯನ್ನು ಕಾಪಾಡಿಕೊಳ್ಳಲು ಇದು ಯಾವುದೇ ಭದ್ರತಾ ಕ್ರಮಗಳು, ಪ್ರವೇಶ ನಿಯಂತ್ರಣ ವ್ಯವಸ್ಥೆಗಳು ಅಥವಾ ಇತರ ತಾಂತ್ರಿಕ ನಿಯಂತ್ರಣಗಳು ಅಥವಾ ಮಾಪನಗಳ ಬಳಕೆಯನ್ನು ನಿಷೇಧಿಸಿದೆ"
Training on ICT Platform under POSHAN Abhiyaan,ಪೋಶನ್ ಅಭಿಯಾನದ ಅಡಿಯಲ್ಲಿ ಐಸಿಟಿ ವೇದಿಕೆಯಲ್ಲಿ ತರಬೇತಿ
Barasat - I Addl.,ಬರಾಸತ್ - I ಹೆಚ್ಚುವರಿ
"Know more about stunting, wasting and underweight","ಕುಂಠಿತ, ಕ್ಷೀಣಿಸುವಿಕೆ ಮತ್ತು ಕಡಿಮೆ ತೂಕದ ಬಗ್ಗೆ ಇನ್ನಷ್ಟು ತಿಳಿಯಿರಿ"
What information to be added in AWC forms?,ಎಡಬ್ಲ್ಯೂಸಿ ನಮೂನೆಗಳಲ್ಲಿ ಯಾವ ಮಾಹಿತಿಯನ್ನು ಸೇರಿಸಬೇಕು?
Mathavaram Rural @ Puzhal,ಮಾಥವರಂ ಗ್ರಾಮಾಂತರ @ ಪುಝಲ್
How to revive your health if you are Moderately Wasted (MAM),ನೀವು ಮಧ್ಯಮವಾಗಿ ತೂಕ ಹೊಂದಿದ್ದರೆ ನಿಮ್ಮ ಆರೋಗ್ಯವನ್ನು ಹೇಗೆ ಪುನರುತ್ಪಾದಿಸುವುದು (MAM)
AWC Workers Registered In Last 30 Days,ಎಡಬ್ಲ್ಯೂಸಿ ಕಾರ್ಮಿಕರು ಕಳೆದ ೩೦ ದಿನಗಳಲ್ಲಿ ನೋಂದಾಯಿಸಲಾಗಿದೆ
Daman & Diu,ದಮನ್ ಮತ್ತು ಡಿಯು
Lahaul & Spiti,ಲಾಹೌಲ್ ಮತ್ತು ಸ್ಪಿಟಿ
Katwa - I,ಕಟ್ವಾ - I
OPEN A NEW TICKET,ಹೊಸ ಟಿಕೆಟ್ ತೆರೆಯಿರಿ
Lower Dibang Valley,ಕೆಳಗಿನ ಡಿಬಾಂಗ್ ಕಣಿವೆ
Click on above button to get this App,ಈ ಅಪ್ಲಿಕೇಶನ್ ಪಡೆಯಲು ಮೇಲಿನ ಬಟನ್ ಕ್ಲಿಕ್ ಮಾಡಿ
Please Enter Valid Name,ದಯವಿಟ್ಟು ಸೂಕ್ತವಾದ ಹೆಸರನ್ನು ನಮೂದಿಸಿ
1. INFORMATION WE COLLECT,1. ನಾವು ಸಂಗ್ರಹಿಸುವ ಮಾಹಿತಿ
Beneficiaries Registered In Last 30 Days,ಕಳೆದ ೩೦ ದಿನಗಳಲ್ಲಿ ನೋಂದಾಯಿತ ಫಲಾನುಭವಿಗಳು
Gopiballabhpur - II,ಗೋಪಿಬಲ್ಲಭಪುರ್ - II
Darjeeling PulBazar.,ಡಾರ್ಜಿಲಿಂಗ್ ಪುಲ್ಬಜಾರ್.
Addl,ಹೆಚ್ಚುವರಿ
Specifications of Smart phone and Technical Compatibility Testing,ಸ್ಮಾರ್ಟ್ ಫೋನ್ ವಿವರಣೆ ಮತ್ತು ತಾಂತ್ರಿಕ ಹೊಂದಾಣಿಕೆ ಪರೀಕ್ಷೆ
Preparation During Pregnancy - For NewBorn Care & Family Planning,ಗರ್ಭಾವಸ್ಥೆಯ ಸಮಯದಲ್ಲಿ ಸಿದ್ದತೆ - ಶಿಶುಗಳ ಆರೈಕೆಗೆ ಮತ್ತು ಕುಟುಂಬ ಯೋಜನೆ
Please select Project,ದಯವಿಟ್ಟು ಪ್ರಾಜೆಕ್ಟ್ ಆಯ್ಕೆಮಾಡಿ
Please Select Query Related to,ದಯವಿಟ್ಟು ಸಂಬಂಧಿಸಿದ ಪ್ರಶ್ನೆಯನ್ನು ಆಯ್ಕೆಮಾಡಿ
 IV. ACCOUNT REGISTRATION, IV. ಖಾತೆ ನೋಂದಣಿ
Stunting ( Height for Age)-,ಕುಂಠಿತ (ವಯಸ್ಸಿಗೆ ತಕ್ಕಂತೆ ಎತ್ತರ)-
Binpur - II Adl.,ಬಿನ್ಪುರ್ - II ಹೆಚ್ಚುವರಿ
Pakyong Rural Project,ಪಾಕ್ಯೊಂಗ್ ಗ್ರಾಮೀಣ ಯೋಜನೆ
Wasted Assessment Parameters,ಅರ್ಥಹೀನ ಮೌಲ್ಯಮಾಪನ ನಿಯತಾಂಕಗಳು
Sangam Vihar Ii,ಸಂಗಮ್ ವಿಹಾರ್ Ii
Shri Ram Colony,ಶ್ರೀರಾಮ ಕಾಲೋನಿ
Ranaghat 1 Exsiting,ರಾಣಾಘಾಟ್ 1 ಎಕ್ಸೈಟಿಂಗ್
Mathabhanga I Addl,ಮಥಾಭಾಂಗ I ಹೆಚ್ಚುವರಿ
Stunting is the impaired growth and development that children experience from poor nutrition,ಕುಬ್ಜತೆಯು ಕುಠಿತ  ಪೋಷಣೆಯಿಂದ ಮಕ್ಕಳು ಅನುಭವಿಸುವ ದುರ್ಬಲ ಬೆಳವಣಿಗೆಯಾಗಿದೆ
Children in the age group of 3 years to 6 years,3 ವರ್ಷದಿಂದ 6 ವರ್ಷ ವಯಸ್ಸಿನ ಮಕ್ಕಳು
"Poshan Tracker Dashboard can be accessed by signing onto the dashboard.Dashboard can be accessed by clicking the link https://poshantracker.in/admin Only nominated Nodal level officials at National, State, District, Project and Sector level are provided with a unique credentials to access the dashboard.","ಡ್ಯಾಶ್ಬೋರ್ಡ್ಗೆ ಸೈನ್ ಇನ್ ಮಾಡುವ ಮೂಲಕ ಪೋಶನ್ ಟ್ರ್ಯಾಕರ್ ಡ್ಯಾಶ್ಬೋರ್ಡ್ ಅನ್ನು ಪ್ರವೇಶಿಸಬಹುದು. https://poshantracker. in/admin ಲಿಂಕ್ ಅನ್ನು ಕ್ಲಿಕ್ ಮಾಡುವುದರ ಮೂಲಕ ಡ್ಯಾಶ್ಬೋರ್ಡ್ ಅನ್ನು ಪ್ರವೇಶಿಸಬಹುದು.ರಾಷ್ಟ್ರೀಯ, ರಾಜ್ಯ, ಜಿಲ್ಲೆ, ಯೋಜನೆ ಮತ್ತು ವಲಯ ಮಟ್ಟದಲ್ಲಿ ನಾಮನಿರ್ದೇಶಿತ ನೋಡಲ್ ಮಟ್ಟದ ಅಧಿಕಾರಿಗಳಿಗೆ ಮಾತ್ರ ಡ್ಯಾಶ್ಬೋರ್ಡ್ ಪ್ರವೇಶಿಸಲು ಅನನ್ಯ ರುಜುವಾತುಗಳನ್ನು ನೀಡಲಾಗುತ್ತದೆ."
Please enter valid Weight,ದಯವಿಟ್ಟು ಸೂಕ್ತವಾದ ತೂಕವನ್ನು ನಮೂದಿಸಿ
Khargone (West Nimar),ಖಾರ್ಗೋನ್
 Md. Bazar Addl.,ಎಂಡಿ ಬಜಾರ್ ಹೆಚ್ಚುವರಿ
What is the eligibility of a beneficiary?,ಫಲಾನುಭವಿಯ ಅರ್ಹತೆ ಏನು?
Who are the target userbase of Poshan Tracker App?,ಪೋಷಣ್ ಟ್ರ್ಯಾಕರ್ ಆಪ್ಪ್ ನ ಉದ್ದೇಶಿತ ಬಳಕೆದಾರರು ಯಾರು?
Kanpur Nagar City 1,ಕಾನ್ ಪುರ್ ನಗರ ಪಟ್ಟಣ 1
How Poshan Tracker Works,ಪೋಶನ್ ಟ್ರ್ಯಾಕರ್ ಹೇಗೆ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತದೆ
Kalna - I Addl.,ಕಲ್ನಾ - I ಹೆಚ್ಚುವರಿ
Home visits and Counselling,ಮನೆ ಭೇಟಿಗಳು ಮತ್ತು ಸಮಾಲೋಚನೆಗಳು
Panchayat Raj Institution (PRI) Member or Local Leader,PRI ಸದಸ್ಯ ಅಥವಾ ಸ್ಥಳೀಯ ನಾಯಕರು
Kusheshwar Asthan Purbi,ಕುಶೇಶ್ವರ ಆಸ್ಥಾನ ಪುರ್ಬಿ
Mandirbazar ICDS Project,ಮಂದಿರಬಜಾರ್ ಐಸಿಡಿಎಸ್ ಯೋಜನೆ
Awareness to Lactating Mother,ಹಾಲುಣಿಸುವ ತಾಯಿಗೆ ಅರಿವು ಮೂಡಿಸುವುದು
"It often indicates recent and severe weight loss, although it can also persist for a long time","ಇದು ಸಾಮಾನ್ಯವಾಗಿ ಇತ್ತೀಚಿನ ಮತ್ತು ತೀವ್ರ ತೂಕ ನಷ್ಟವನ್ನು ಸೂಚಿಸುತ್ತದೆ, ಆದರೂ ಇದು ದೀರ್ಘಕಾಲದವರೆಗೆ ಇರುತ್ತದೆ"
 X. ACCESS FROM OUTSIDE INDIA, X. ಭಾರತದ ಹೊರಗಿನಿಂದ ಪ್ರವೇಶ
Kaliachak - II,ಕಾಲಿಯಾಚಾಕ್ - II
Machkhowa Icds Project,ಮಚ್ಖೋವಾ ಐ. ಸಿ. ಡಿ. ಎಸ್. ಯೋಜನೆ
What is the minimum requirement to install Poshan Tracker App in mobile?,ಪೋಷಣ್ ಟ್ರ್ಯಾಕರ್ ಆಪ್ಪ್ ಅನ್ನು ಮೊಬೈಲ್ನಲ್ಲಿ ಸ್ಥಾಪಿಸಲು ಕನಿಷ್ಟ ಅವಶ್ಯಕತೆಗಳೇನು?
SHRI ANANDPUR SAHIB,ಶ್ರೀ ಆನಂದಪುರ ಸಾಹಿಬ್
"Khar (West),Santacruze (East)","ಖಾರ್ (ಪಶ್ಚಿಮ), ಸಾಂತಾಕ್ರೂಜ್ (ಪೂರ್ವ)"
Create new ticket,ಹೊಸ ಟಿಕೆಟ್ ರಚಿಸಿ
You will only access (or attempt to access) the Site by the means described in the Documentation and will comply with the terms and conditions of this Agreement.,ನೀವು ದಾಖಲೆಯಲ್ಲಿ ವಿವರಿಸಿದ ವಿಧಾನಗಳ ಮೂಲಕ ಮಾತ್ರ ಸೈಟ್ ಅನ್ನು ಪ್ರವೇಶಿಸುತ್ತೀರಿ (ಅಥವಾ ಪ್ರವೇಶಿಸಲು ಪ್ರಯತ್ನಿಸುತ್ತೀರಿ) ಮತ್ತು ಈ ಒಪ್ಪಂದದ ನಿಯಮಗಳು ಮತ್ತು ಷರತ್ತುಗಳನ್ನು ಅನುಸರಿಸುತ್ತೀರಿ.
"You will comply with all Central and State laws, rules and regulations applicable to you and your use of the Site and affecting any third-party rights.","ನಿಮಗೆ ಮತ್ತು ನಿಮ್ಮ ಸೈಟ್ನ ಬಳಕೆಗೆ ಅನ್ವಯಿಸುವ ಮತ್ತು ಯಾವುದೇ ಥರ್ಡ್ ಪಾರ್ಟಿ ಹಕ್ಕುಗಳ ಮೇಲೆ ಪರಿಣಾಮ ಬೀರುವ ಎಲ್ಲಾ ಕೇಂದ್ರ ಮತ್ತು ರಾಜ್ಯ ಕಾನೂನುಗಳು, ನಿಯಮಗಳು ಮತ್ತು ನಿಬಂಧನೆಗಳನ್ನು ನೀವು ಅನುಸರಿಸುತ್ತೀರಿ."
ROURKELE CIVIL TOWNSHIP,ರೂರ್ಕೆಲ್ ಸಿವಿಲ್ ಟೌನ್ಶಿಪ್
You can participate in Swastha Balak Balika Spardha by registering through the website https://poshantracker.,You can participate in Swastha Balak Balika Spardha by registering through the website https://poshantracker.
in or by downloading ‘Poshan Tracker’ App from Google Play Store.,in or by downloading 'Poshan Tracker' App from Google Play Store.
Ldh Urban 4, ಎಲ್. ಡಿ. ಎಚ್. ನಗರ 4
Welcome!,ಸ್ವಾಗತ!
The following are the Terms of Service (“Terms”) that govern your use of the Poshan Tracker Platform hosted at https://poshantracker.,ಕೆಳಗೆ ನೀಡಲಾದ ಲಿಂಕ್ https://poshantracker.
"in, and all associated sites linked to it, its subsidiaries, and affiliates (collectively, the “Site”).","in ಮತ್ತು ಇದಕ್ಕೆ ಸಂಬಂಧಿಸಿದ ಎಲ್ಲ ಸೈಟ್ಗಳು, ಅವುಗಳ ಅಂಗಸಂಸ್ಥೆಗಳಲ್ಲಿ ನಿಮ್ಮ ಪೋಷನ್ ಟ್ರಾಕರ್ ಸಿಸ್ಟಮ್ ಕೆಳಕಂಡ ಸೇವಾ ನಿಯಮಗಳಿಗೆ ಒಳಪಟ್ಟಿರುತ್ತದೆ (ಒಟ್ಟಾರೆಯಾಗಿ, ""ಸೈಟ್"")."
Burdwan - I,ಬುರ್ದ್ವಾನ್ - ಐ
Project 4 Singanallur,ಯೋಜನೆ 4 ಸಿಂಗಾನಲ್ಲೂರು
Select Key Performance Indicator,ಪ್ರಮುಖ ಕಾರ್ಯಕ್ಷಮತೆ ಸೂಚಕಗಳನ್ನು ಆಯ್ಕೆಮಾಡಿ
Select An Anganwadi center,ಅಂಗನವಾಡಿ ಕೇಂದ್ರವನ್ನು ಆಯ್ಕೆಮಾಡಿ
Clarification regarding Cost of Smart phones,ಸ್ಮಾರ್ಟ್ ಫೋನ್ ಬೆಲೆ ಬಗ್ಗೆ ಸ್ಪಷ್ಟನೆ
Budge Budge - II,ಬಜ್ ಬಜ್ - II
Measles Containing vaccine (MCV)/Measles & Rubella (MR)-1Japanese Encephalitis(JE)-1**PCV-Booster,ದಡಾರ ಹೊಂದಿರುವ ಲಸಿಕೆ (MCV) / ದಡಾರ ಮತ್ತು ರುಬೆಲ್ಲಾ (MR)-1ಜಪಾನೀಸ್ ಎನ್ಸೆಫಾಲಿಟಿಸ್ (ಜೆಇ)-1**ಪಿಸಿವಿ-ಬೂಸ್ಟರ್
